,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p8,1,0.0,55.997358,[31 58] ; [240  72],[60.14713217 28.85286783] ; [210.85286783 101.14713217],1
1,p6,1,1e-06,25.152121,[24 65] ; [176 132],[44.83627204 44.16372796] ; [155.16372796 152.83627204],1
0,p2,1,5.2e-05,16.379847,[70 19] ; [290  21],[80.1  8.9] ; [279.9  31.1],1
