,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p10,1,0.0,179.280421,[327  51] ; [31 97],[267.43873518 110.56126482] ; [90.56126482 37.43873518],1
1,p2,1,0.0,44.951703,[306  72] ; [66 64],[276.80314961 101.19685039] ; [95.19685039 34.80314961],1
3,p11,1,0.0,40.068535,[298  82] ; [64 66],[269.7254902 110.2745098] ; [92.2745098 37.7254902],1
0,b1,1,9e-06,19.626914,[114 266] ; [67 63],[134.8627451 245.1372549] ; [46.1372549 83.8627451],1
