,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p8,1,0.000189,13.934929,[15 29] ; [104  55],[25.79310345 18.20689655] ; [93.20689655 65.79310345],1
0,p6,1,0.000326,12.915513,[13 32] ; [93 64],[23.61386139 21.38613861] ; [82.38613861 74.61386139],1
2,p9,1,0.000396,12.551797,[28 16] ; [139  21],[36.01960784  7.98039216] ; [130.98039216  29.01960784],1
