,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p6,1,0.0,28.90747,[14 57] ; [193 160],[34.66273585 36.33726415] ; [172.33726415 180.66273585],1
0,p3,1,5e-06,20.900781,[28 43] ; [243 114],[44.95560748 26.04439252] ; [226.04439252 130.95560748],1
1,p4,1,0.000255,13.37455,[42 30] ; [281  76],[54.20979021 17.79020979] ; [268.79020979  88.20979021],1
