,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p10,1,0.0,45.851577,[1 5] ; [96  4],[5.49056604 0.50943396] ; [91.50943396  8.49056604],1
0,p2,1,0.000349,12.785056,[3 4] ; [90 10],[6.08411215 0.91588785] ; [86.91588785 13.08411215],1
