,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p7,1,0.000434,12.381878,[35  5] ; [3 6],[31.02040816  8.97959184] ; [6.97959184 2.02040816],1
0,p6,1,0.000679,11.546492,[32  8] ; [2 7],[27.75510204 12.24489796] ; [6.24489796 2.75510204],1
