,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p7,1,0.0,33.925501,[121 234] ; [66 33],[146.22246696 208.77753304] ; [40.77753304 58.22246696],1
1,p4,1,1e-06,24.975875,[125 235] ; [63 38],[146.81127983 213.18872017] ; [41.18872017 59.81127983],1
0,p2,1,0.000304,13.045598,[232 129] ; [84 17],[246.91774892 114.08225108] ; [69.08225108 31.91774892],1
