,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
3,p10,1,0.0,62.892694,[310  22] ; [39 28],[290.39598997  41.60401003] ; [58.60401003  8.39598997],1
2,p9,1,0.0,40.688165,[316  17] ; [47 20],[302.1975  30.8025] ; [60.8025  6.1975],1
1,p8,1,8e-06,19.931812,[243  89] ; [31 37],[227.42 104.58] ; [46.58 21.42],1
0,p7,1,0.000956,10.91146,[273  58] ; [44 24],[262.97493734  68.02506266] ; [54.02506266 13.97493734],1
