,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p4,1,0.0,34.812048,[28 89] ; [55 29],[48.31343284 68.68656716] ; [34.68656716 49.31343284],1
1,p6,1,1.5e-05,18.749258,[ 13 103] ; [31 53],[25.52 90.48] ; [18.48 65.52],1
