,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p3,1,0.0,32.681138,[17 43] ; [94 36],[35.05263158 24.94736842] ; [75.94736842 54.05263158],1
3,p7,1,0.0,28.084787,[34 24] ; [117  11],[47.08602151 10.91397849] ; [103.91397849  24.08602151],1
1,p4,1,0.000335,12.863162,[38 22] ; [112  18],[47.36842105 12.63157895] ; [102.63157895  27.36842105],1
2,p5,1,0.000347,12.798991,[ 3 57] ; [36 95],[12.2513089 47.7486911] ; [ 26.7486911 104.2513089],1
