,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p7,1,0.0,47.317662,[144 223] ; [83 25],[175.38736842 191.61263158] ; [51.61263158 56.38736842],1
1,p4,1,0.0,37.491457,[106 269] ; [67 45],[133.21355236 241.78644764] ; [39.78644764 72.21355236],1
3,p8,1,0.000171,14.130043,[117 255] ; [57 55],[133.73553719 238.26446281] ; [40.26446281 71.73553719],1
0,p2,1,0.000495,12.136223,[261 117] ; [96 16],[275.4 102.6] ; [81.6 30.4],1
