,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p8,1,0.0,34.539229,[313 112] ; [28 44],[291.59959759 133.40040241] ; [49.40040241 22.59959759],1
2,p10,1,8e-06,19.858595,[405  21] ; [58 14],[396.06024096  29.93975904] ; [66.93975904  5.06024096],1
0,p2,1,0.000231,13.5633,[398  27] ; [59 14],[390.01004016  34.98995984] ; [66.98995984  6.01004016],1
