,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p4,1,0.0,47.160507,[18 74] ; [40 11],[37.31468531 54.68531469] ; [20.68531469 30.31468531],1
1,p6,1,0.000435,12.377091,[ 5 87] ; [13 37],[11.66197183 80.33802817] ; [ 6.33802817 43.66197183],1
