,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p3,1,0.000236,13.517887,[163 114] ; [47 74],[146.15577889 130.84422111] ; [63.84422111 57.15577889],1
2,p8,1,0.000348,12.793992,[156 121] ; [45 77],[139.54135338 137.45864662] ; [61.45864662 60.54135338],1
0,n5,1,0.000379,12.631444,[227  51] ; [79 42],[213.20300752  64.79699248] ; [92.79699248 28.20300752],1
