,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
3,p9,1,0.0,82.102831,[97 14] ; [29 79],[63.8630137 47.1369863] ; [62.1369863 45.8630137],1
0,p2,1,3.1e-05,17.341656,[83 29] ; [52 59],[67.80269058 44.19730942] ; [67.19730942 43.80269058],1
1,p6,1,0.000314,12.985834,[42 70] ; [17 90],[30.17351598 81.82648402] ; [28.82648402 78.17351598],1
2,p7,1,0.000704,11.478421,[62 48] ; [37 73],[49.5 60.5] ; [49.5 60.5],1
