,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p8,1,0.0,63.832654,[42 75] ; [281  89],[77.59958932 39.40041068] ; [245.40041068 124.59958932],1
0,p6,1,0.0,41.715698,[28 88] ; [217 154],[58.35728953 57.64271047] ; [186.64271047 184.35728953],1
3,p11,1,0.000496,12.131332,[85 33] ; [319  52],[97.48875256 20.51124744] ; [306.51124744  64.48875256],1
2,p10,1,0.000538,11.980745,[90 26] ; [332  37],[100.93195876  15.06804124] ; [321.06804124  47.93195876],1
