,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p7,1,0.0,27.416122,[20 48] ; [30  6],[32.69230769 35.30769231] ; [17.30769231 18.69230769],1
1,p6,1,0.000388,12.589109,[13 56] ; [18 16],[20.76699029 48.23300971] ; [10.23300971 23.76699029],1
0,p2,1,0.000585,11.8225,[41 28] ; [33  3],[48.62857143 20.37142857] ; [25.37142857 10.62857143],1
