,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p9,1,0.0,53.349348,[123  13] ; [16 27],[105.60893855  30.39106145] ; [33.39106145  9.60893855],1
1,p11,1,0.000218,13.671086,[109  27] ; [24 22],[99.38461538 36.61538462] ; [33.61538462 12.38461538],1
