,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p3,1,0.0,74.817879,[41 91] ; [258  91],[82.05405405 49.94594595] ; [216.94594595 132.05405405],1
2,p6,1,0.0,43.406343,[30 98] ; [200 148],[61.8487395 66.1512605] ; [168.1512605 179.8487395],1
3,p7,1,3e-05,17.417557,[87 39] ; [299  49],[102.60759494  23.39240506] ; [283.39240506  64.60759494],1
1,p5,1,0.000181,14.016465,[  9 122] ; [ 75 275],[ 22.87733888 108.12266112] ; [ 61.12266112 288.87733888],1
