,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p3,1,0.0,74.817879,[258  91] ; [41 91],[216.94594595 132.05405405] ; [82.05405405 49.94594595],1
2,p6,1,0.0,43.406343,[200 148] ; [30 98],[168.1512605 179.8487395] ; [61.8487395 66.1512605],1
3,p7,1,3e-05,17.417557,[299  49] ; [87 39],[283.39240506  64.60759494] ; [102.60759494  23.39240506],1
1,p5,1,0.000181,14.016465,[ 75 275] ; [  9 122],[ 61.12266112 288.87733888] ; [ 22.87733888 108.12266112],1
