,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p7,1,0.0,46.352586,[140 228] ; [80 26],[170.80168776 197.19831224] ; [49.19831224 56.80168776],1
1,p4,1,0.0,37.966288,[101 274] ; [64 45],[127.84090909 247.15909091] ; [37.15909091 71.84090909],1
3,p8,1,3e-05,17.408591,[111 262] ; [56 53],[129.23443983 243.76556017] ; [37.76556017 71.23443983],1
0,p2,1,0.000182,14.008038,[262 117] ; [95 14],[277.2602459 101.7397541] ; [79.7397541 29.2602459],1
