,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p4,1,0.0,27.225624,[268  72] ; [73 60],[245.11627907  94.88372093] ; [95.88372093 37.11627907],1
0,p3,1,2e-06,23.019292,[232 108] ; [59 74],[209.17547569 130.82452431] ; [81.82452431 51.17547569],1
3,p6,1,3.5e-05,17.140108,[185 152] ; [44 87],[164.89957265 172.10042735] ; [64.10042735 66.89957265],1
2,p5,1,0.000314,12.984694,[ 67 274] ; [  8 123],[ 54.18432203 286.81567797] ; [ 20.81567797 110.18432203],1
