,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p8,1,0.0,26.705233,[41 50] ; [76 17],[57.86413043 33.13586957] ; [59.13586957 33.86413043],1
0,p6,1,0.0,26.36413,[22 66] ; [58 34],[39.11111111 48.88888889] ; [40.88888889 51.11111111],1
4,p12,1,1.6e-05,18.613156,[ 3 88] ; [24 69],[13.35326087 77.64673913] ; [13.64673913 79.35326087],1
2,p9,1,6.4e-05,15.980149,[70 21] ; [90  3],[79.13043478 11.86956522] ; [80.86956522 12.13043478],1
3,p10,1,0.00014,14.507489,[66 25] ; [87  6],[75.66847826 15.33152174] ; [77.33152174 15.66847826],1
