,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p4,1,0.0,28.972383,[143  21] ; [64 45],[124.35164835  39.64835165] ; [82.64835165 26.35164835],1
0,b1,1,0.000532,11.998572,[86 78] ; [34 75],[72.08791209 91.91208791] ; [47.91208791 61.08791209],1
