,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p8,1,0.000545,11.954529,[20 21] ; [12 56],[12.03669725 28.96330275] ; [19.96330275 48.03669725],1
0,p6,1,0.000636,11.667488,[19 22] ; [11 57],[11.28440367 29.71559633] ; [18.71559633 49.28440367],1
