,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p6,1,0.0,27.386216,[15 47] ; [53 24],[30.33093525 31.66906475] ; [37.66906475 39.33093525],1
1,p8,1,1.3e-05,19.066667,[33 32] ; [66 12],[45. 20.] ; [54. 24.],1
2,p12,1,6.9e-05,15.8341,[ 3 62] ; [24 54],[12.27272727 52.72727273] ; [14.72727273 63.27272727],1
