,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p6,1,0.0,31.360078,[21 63] ; [52 23],[38.56603774 45.43396226] ; [34.43396226 40.56603774],1
1,p8,1,0.0,29.093556,[39 48] ; [65 11],[55.50920245 31.49079755] ; [48.49079755 27.50920245],1
4,p12,1,1.9e-05,18.303473,[ 3 83] ; [21 56],[12.66257669 73.33742331] ; [11.33742331 65.66257669],1
2,p9,1,0.000148,14.39803,[67 20] ; [74  2],[75.25766871 11.74233129] ; [65.74233129 10.25766871],1
3,p10,1,0.000799,11.243264,[64 23] ; [71  5],[72.05521472 14.94478528] ; [62.94478528 13.05521472],1
