,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
3,p8,1,0.0,36.188488,[192  97] ; [150 202],[154.19344774 134.80655226] ; [187.80655226 164.19344774],1
1,p6,1,0.0,35.900964,[143 146] ; [ 95 262],[106.47368421 182.52631579] ; [131.52631579 225.47368421],1
2,p7,1,0.0,26.351635,[216  72] ; [194 156],[185.07836991 102.92163009] ; [224.92163009 125.07836991],1
0,b1,1,0.000483,12.180344,[126 165] ; [109 253],[104.72434916 186.27565084] ; [130.27565084 231.72434916],1
