,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p8,1,0.0,52.356007,[29 67] ; [200  78],[58.78074866 37.21925134] ; [170.21925134 107.78074866],1
1,p6,1,2.4e-05,17.812671,[24 71] ; [138 137],[41.59459459 53.40540541] ; [120.40540541 154.59459459],1
0,p2,1,6.7e-05,15.895376,[71 25] ; [251  27],[82.65240642 13.34759358] ; [239.34759358  38.65240642],1
