,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p4,1,0.0,98.013162,[156 221] ; [291  88],[222.90873016 154.09126984] ; [224.09126984 154.90873016],1
3,p7,1,0.0,27.648505,[205 161] ; [279  96],[239.06072874 126.93927126] ; [244.93927126 130.06072874],1
4,p8,1,1e-06,23.679945,[161 208] ; [231 145],[194.15838926 174.84161074] ; [197.84161074 178.15838926],1
2,p6,1,1e-06,23.473987,[101 273] ; [164 209],[132.67737617 241.32262383] ; [132.32262383 240.67737617],1
0,b1,1,4.6e-05,16.589864,[116 264] ; [170 209],[143.1884058 236.8115942] ; [142.8115942 236.1884058],1
