,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p10,1,0.0,46.153669,[336  10] ; [42 15],[324.53598015  21.46401985] ; [53.46401985  3.53598015],1
0,p8,1,0.000115,14.876073,[247  99] ; [26 31],[234.38709677 111.61290323] ; [38.61290323 18.38709677],1
