,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p4,1,0.000156,14.303714,[19 56] ; [25 16],[28.44827586 46.55172414] ; [15.55172414 25.44827586],1
1,p7,1,0.000982,10.862108,[19 56] ; [23 18],[27.15517241 47.84482759] ; [14.84482759 26.15517241],1
