,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p7,1,0.0,60.78785,[63 24] ; [19 91],[36.21319797 50.78680203] ; [45.78680203 64.21319797],1
1,p8,1,0.0,28.744146,[39 48] ; [ 13 101],[22.50746269 64.49253731] ; [29.49253731 84.50746269],1
3,p10,1,9.3e-05,15.278934,[64 23] ; [51 60],[50.53030303 36.46969697] ; [64.46969697 46.53030303],1
2,p9,1,0.000241,13.484004,[67 20] ; [55 52],[54.71134021 32.28865979] ; [67.28865979 39.71134021],1
