,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p10,1,0.0,28.029719,[20 25] ; [88 14],[33.06122449 11.93877551] ; [74.93877551 27.06122449],1
0,b1,1,0.000388,12.589594,[28 18] ; [31 72],[18.2147651 27.7852349] ; [40.7852349 62.2147651],1
