,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p3,1,0.0,30.957335,[156  74] ; [40 71],[132.19941349  97.80058651] ; [63.80058651 47.19941349],1
1,p4,1,6e-06,20.479849,[176  54] ; [58 53],[157.82991202  72.17008798] ; [76.17008798 34.82991202],1
2,p5,1,0.000395,12.554307,[ 44 187] ; [  5 104],[ 33.29117647 197.70882353] ; [15.70882353 93.29117647],1
3,p6,1,0.000407,12.501761,[117 111] ; [34 76],[101.85798817 126.14201183] ; [49.14201183 60.85798817],1
