,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
3,p7,1,0.0,59.390926,[269  39] ; [83 68],[236.20043573  71.79956427] ; [115.79956427  35.20043573],1
2,p6,1,5.2e-05,16.362051,[177 131] ; [56 94],[156.68995633 151.31004367] ; [76.31004367 73.68995633],1
1,p3,1,8.5e-05,15.449026,[234  74] ; [89 64],[215.80043384  92.19956616] ; [107.19956616  45.80043384],1
0,p2,1,0.00017,14.140784,[293  15] ; [129  23],[282.55652174  25.44347826] ; [139.44347826  12.55652174],1
4,p11,1,0.000224,13.621579,[282  27] ; [121  32],[269.53896104  39.46103896] ; [133.46103896  19.53896104],1
