,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p4,1,0.0,47.25891,[216  63] ; [105 115],[179.47695391  99.52304609] ; [141.52304609  78.47695391],1
1,p8,1,1.1e-05,19.415594,[200  78] ; [115 103],[176.55241935 101.44758065] ; [138.44758065  79.55241935],1
