,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p6,1,0.000635,11.67169,[146 174] ; [21 63],[132.27722772 187.72277228] ; [34.72277228 49.27722772],1
1,p8,1,0.000762,11.331757,[209 114] ; [39 48],[195.37560976 127.62439024] ; [52.62439024 34.37560976],1
