,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p7,1,0.0,28.304033,[28 31] ; [317  82],[44.44323144 14.55676856] ; [300.55676856  98.44323144],1
2,p9,1,1e-06,24.521202,[41 19] ; [363  37],[52.69565217  7.30434783] ; [351.30434783  48.69565217],1
3,p10,1,2e-06,22.972071,[38 22] ; [349  50],[50.58823529  9.41176471] ; [336.41176471  62.58823529],1
1,p8,1,2.9e-05,17.476735,[24 35] ; [274 126],[38.30501089 20.69498911] ; [259.69498911 140.30501089],1
