,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p8,1,0.0,36.134481,[123  42] ; [18 41],[103.86160714  61.13839286] ; [37.13839286 21.86160714],1
0,p6,1,1e-06,24.411957,[102  63] ; [14 44],[85.82959641 79.17040359] ; [30.17040359 27.82959641],1
3,p11,1,9e-06,19.645339,[136  30] ; [31 28],[123.20888889  42.79111111] ; [43.79111111 15.20888889],1
2,p10,1,0.000327,12.910055,[142  23] ; [38 21],[132.58928571  32.41071429] ; [47.41071429 11.58928571],1
