,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
3,p9,1,0.0,31.395028,[44 59] ; [271 104],[67.87656904 35.12343096] ; [247.12343096 127.87656904],1
1,p3,1,6e-06,20.545762,[29 78] ; [197 183],[49.6550308 57.3449692] ; [176.3449692 203.6550308],1
0,n5,1,0.000138,14.533984,[58 49] ; [282 102],[74.09368635 32.90631365] ; [265.90631365 118.09368635],1
2,p4,1,0.000644,11.645606,[41 66] ; [217 164],[56.56967213 50.43032787] ; [201.43032787 179.56967213],1
