,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
3,p7,1,0.0,37.682005,[38 90] ; [44 12],[57.04347826 70.95652174] ; [24.95652174 31.04347826],1
1,p4,1,1e-06,23.783486,[35 94] ; [37 20],[49.93548387 79.06451613] ; [22.06451613 34.93548387],1
2,p6,1,3.6e-05,17.048427,[ 15 113] ; [21 34],[ 25.18032787 102.81967213] ; [10.81967213 44.18032787],1
0,p2,1,0.000154,14.320887,[60 70] ; [44 14],[71.91489362 58.08510638] ; [32.08510638 25.91489362],1
