,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p2,1,0.000141,14.486813,[76 28] ; [55 60],[62.21004566 41.78995434] ; [68.78995434 46.21004566],1
0,r3,1,0.00028,13.196928,[94  9] ; [82 32],[83.53917051 19.46082949] ; [92.46082949 21.53917051],1
1,r4,1,0.000823,11.188729,[84 20] ; [69 46],[72.65753425 31.34246575] ; [80.34246575 34.65753425],1
