,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p9,1,0.0,60.22595,[13 52] ; [55  7],[34.80314961 30.19685039] ; [33.19685039 28.80314961],1
1,p11,1,3.8e-05,16.978484,[23 45] ; [44 19],[34.77862595 33.22137405] ; [32.22137405 30.77862595],1
