,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p10,1,0.0,30.284718,[79 31] ; [30 61],[59.65174129 50.34825871] ; [49.34825871 41.65174129],1
0,p9,1,0.0,26.374036,[80 29] ; [33 56],[62.20707071 46.79292929] ; [50.79292929 38.20707071],1
