,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
3,p9,1,0.0,31.395028,[271 104] ; [44 59],[247.12343096 127.87656904] ; [67.87656904 35.12343096],1
1,p3,1,6e-06,20.545762,[197 183] ; [29 78],[176.3449692 203.6550308] ; [49.6550308 57.3449692],1
0,n5,1,0.000138,14.533984,[282 102] ; [58 49],[265.90631365 118.09368635] ; [74.09368635 32.90631365],1
2,p4,1,0.000644,11.645606,[217 164] ; [41 66],[201.43032787 179.56967213] ; [56.56967213 50.43032787],1
