,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p8,1,0.0,37.682005,[44 38] ; [12 90],[24.95652174 57.04347826] ; [31.04347826 70.95652174],1
1,p6,1,0.0,26.227786,[30 52] ; [ 6 93],[16.30939227 65.69060773] ; [19.69060773 79.30939227],1
0,p2,1,1.1e-05,19.367545,[61 22] ; [42 60],[46.21081081 36.78918919] ; [56.78918919 45.21081081],1
