,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
3,p10,1,0.0,83.299358,[344  29] ; [47 41],[316.36225597  56.63774403] ; [74.63774403 13.36225597],1
2,p9,1,0.0,52.660372,[348  26] ; [57 31],[327.85714286  46.14285714] ; [77.14285714 10.85714286],1
1,p8,1,4e-06,21.419269,[260 112] ; [39 50],[241.27548807 130.72451193] ; [57.72451193 31.27548807],1
0,p2,1,0.000886,11.051113,[335  39] ; [68 21],[325.53347732  48.46652268] ; [77.46652268 11.53347732],1
