,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p9,1,0.0,86.080323,[19 70] ; [94 14],[51.05076142 37.94923858] ; [61.94923858 46.05076142],1
1,p11,1,0.0,30.284718,[31 61] ; [79 30],[50.34825871 41.65174129] ; [59.65174129 49.34825871],1
