,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p9,1,0.0,92.70439,[124  11] ; [26 61],[91.21621622 43.78378378] ; [58.78378378 28.21621622],1
2,p11,1,2e-06,22.819727,[103  33] ; [40 50],[86.05309735 49.94690265] ; [56.94690265 33.05309735],1
0,p2,1,3.3e-05,17.240296,[91 45] ; [35 55],[75.82300885 60.17699115] ; [50.17699115 39.82300885],1
