,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p8,1,0.0,81.611144,[49 99] ; [299 100],[94.15722121 53.84277879] ; [253.84277879 145.15722121],1
1,p6,1,0.0,48.852182,[ 35 112] ; [230 170],[71.21572212 75.78427788] ; [193.78427788 206.21572212],1
0,p2,1,4e-06,21.466952,[118  31] ; [371  28],[132.9580292  16.0419708] ; [356.0419708  42.9580292],1
3,p10,1,1.8e-05,18.392857,[108  39] ; [353  46],[124.11538462  22.88461538] ; [336.88461538  62.11538462],1
4,p11,1,1.8e-05,18.364846,[103  46] ; [342  59],[120.55454545  28.44545455] ; [324.44545455  76.55454545],1
