,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p9,1,0.0,71.161528,[30 82] ; [58  4],[56.64367816 55.35632184] ; [31.35632184 30.64367816],1
0,r4,1,6.9e-05,15.827848,[69 46] ; [55  7],[80.56497175 34.43502825] ; [43.43502825 18.56497175],1
1,s8,1,0.000149,14.386021,[18 95] ; [26 36],[28.41142857 84.58857143] ; [15.58857143 46.41142857],1
