,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p7,1,0.0,29.213044,[54 87] ; [34  5],[68.93333333 72.06666667] ; [19.06666667 19.93333333],1
2,p8,1,8e-06,19.850511,[ 40 103] ; [26 13],[51.85714286 91.14285714] ; [14.14285714 24.85714286],1
0,p4,1,0.000626,11.696762,[ 42 101] ; [23 16],[51.07142857 91.92857143] ; [13.92857143 25.07142857],1
