,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p9,1,0.000126,14.699273,[354  51] ; [35 17],[344.73741794  60.26258206] ; [44.26258206  7.73741794],1
3,p11,1,0.000505,12.098034,[335  73] ; [32 20],[325.51304348  82.48695652] ; [41.48695652 10.51304348],1
2,p10,1,0.000816,11.204407,[345  58] ; [35 17],[336.57142857  66.42857143] ; [43.42857143  8.57142857],1
0,p7,1,0.000859,11.108874,[300 105] ; [27 25],[289.79212254 115.20787746] ; [37.20787746 14.79212254],1
