,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p4,1,0.0,95.863569,[ 62 203] ; [86 25],[104.30851064 160.69148936] ; [43.69148936 67.30851064],1
2,p6,1,0.000704,11.478522,[ 27 237] ; [26 84],[ 37.41176471 226.58823529] ; [15.58823529 94.41176471],1
0,p1,1,0.000968,10.88765,[ 15 250] ; [18 93],[ 23.25797872 241.74202128] ; [  9.74202128 101.25797872],1
