,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p3,1,0.0,70.392327,[238  74] ; [35 75],[201.83886256 110.16113744] ; [71.16113744 38.83886256],1
2,p6,1,0.0,37.61501,[183 129] ; [26 81],[155.62768496 156.37231504] ; [53.37231504 53.62768496],1
3,p7,1,2.9e-05,17.485651,[269  42] ; [71 33],[254.79518072  56.20481928] ; [85.20481928 18.79518072],1
1,p5,1,0.000895,11.033839,[ 71 241] ; [  9 100],[ 59.28741093 252.71258907] ; [20.71258907 88.28741093],1
