,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p6,1,0.0,31.074992,[21 63] ; [53 24],[38.60869565 45.39130435] ; [35.39130435 41.60869565],1
2,p8,1,0.0,28.135657,[39 48] ; [66 12],[55.36363636 31.63636364] ; [49.63636364 28.36363636],1
3,p12,1,3e-06,22.134445,[ 3 83] ; [24 54],[14.15853659 71.84146341] ; [12.84146341 65.15853659],1
0,p2,1,0.000237,13.515264,[63 25] ; [73  5],[72.09638554 15.90361446] ; [63.90361446 14.09638554],1
