,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p2,1,0.000287,13.154179,[27 13] ; [23 49],[17.85714286 22.14285714] ; [32.14285714 39.85714286],1
1,p8,1,0.000414,12.466087,[14 26] ; [ 6 66],[ 7.14285714 32.85714286] ; [12.85714286 59.14285714],1
