,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p6,1,0.0,29.589346,[54 27] ; [22 66],[36.4260355 44.5739645] ; [39.5739645 48.4260355],1
2,p8,1,0.0,26.541698,[68 14] ; [41 50],[51.66473988 30.33526012] ; [57.33526012 33.66473988],1
3,p12,1,3e-06,21.732546,[24 59] ; [ 3 88],[12.87931034 70.12068966] ; [14.12068966 76.87931034],1
0,p2,1,0.000372,12.667156,[77  6] ; [67 26],[67.90909091 15.09090909] ; [76.09090909 16.90909091],1
