,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p8,1,0.00017,14.140784,[293 129] ; [15 23],[282.55652174 139.44347826] ; [25.44347826 12.55652174],1
0,p7,1,0.000172,14.112675,[332  90] ; [19 18],[322.70588235  99.29411765] ; [28.29411765  8.70588235],1
