,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p3,1,0.0,63.597981,[220  86] ; [38 87],[183.17401392 122.82598608] ; [74.82598608 50.17401392],1
1,p6,1,0.0,37.965462,[166 139] ; [26 95],[137.46478873 167.53521127] ; [54.53521127 66.46478873],1
2,p7,1,1.7e-05,18.44612,[263  42] ; [81 38],[247.45283019  57.54716981] ; [96.54716981 22.45283019],1
