,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p7,1,0.0,38.572544,[52 14] ; [115 196],[29.23607427 36.76392573] ; [137.76392573 173.23607427],1
1,p8,1,8.6e-05,15.419898,[33 32] ; [ 83 234],[19.7382199 45.2617801] ; [ 96.2617801 220.7382199],1
