,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p7,1,0.0,45.215122,[ 54 126] ; [67 25],[80.07352941 99.92647059] ; [40.92647059 51.07352941],1
1,p8,1,2e-05,18.175592,[ 38 148] ; [41 50],[ 53.04693141 132.95306859] ; [25.95306859 65.04693141],1
2,p9,1,0.000521,12.03908,[99 80] ; [70 21],[112.04074074  66.95925926] ; [56.95925926 34.04074074],1
