,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p7,1,0.0,55.440982,[63 24] ; [ 27 100],[36.58878505 50.41121495] ; [53.41121495 73.58878505],1
1,p8,1,0.0,28.464225,[39 48] ; [ 17 116],[22.14545455 64.85454545] ; [33.85454545 99.14545455],1
3,p10,1,0.0001,15.145986,[64 23] ; [61 69],[50.11520737 36.88479263] ; [74.88479263 55.11520737],1
2,p9,1,0.000111,14.940949,[67 20] ; [64 62],[53.50704225 33.49295775] ; [77.49295775 48.50704225],1
